2011,1,10,1000000
2011,1,11,998785
2011,1,12,1002955
2011,1,13,1004845
2011,1,14,1009565
2011,1,18,1012165
2011,1,19,1032325
2011,1,20,1032765
2011,1,21,1031565
2011,1,24,1048085
2011,1,25,1055325
2011,1,26,1053725
2011,1,27,1054135
2011,1,28,1030895
2011,1,31,1041425
2011,2,1,1058345
2011,2,2,1058265
2011,2,3,1057215
2011,2,4,1060565
2011,2,7,1064555
2011,2,8,1077365
2011,2,9,1071605
2011,2,10,1066705
2011,2,11,1073805
2011,2,14,1074935
2011,2,15,1069415
2011,2,16,1071725
2011,2,17,1076125
2011,2,18,1083345
2011,2,22,1051915
2011,2,23,1045945
2011,2,24,1045805
2011,2,25,1053065
2011,2,28,1054825
2011,3,1,1034545
2011,3,2,1035335
2011,3,3,1057385
2011,3,4,1054415
2011,3,7,1050995
2011,3,8,1055225
2011,3,9,1061669
2011,3,10,1054757
2011,3,11,1055495
2011,3,14,1053623
2011,3,15,1049357
2011,3,16,1038521
2011,3,17,1040645
2011,3,18,1043723
2011,3,21,1046945
2011,3,22,1047521
2011,3,23,1050275
2011,3,24,1051193
2011,3,25,1055045
2011,3,28,1053587
2011,3,29,1056305
2011,3,30,1057601
2011,3,31,1056647
2011,4,1,1058807
2011,4,4,1058771
2011,4,5,1058303
2011,4,6,1058393
2011,4,7,1059005
2011,4,8,1058411
2011,4,11,1058231
2011,4,12,1056971
2011,4,13,1058231
2011,4,14,1060067
2011,4,15,1062299
2011,4,18,1061813
2011,4,19,1060841
2011,4,20,1059671
2011,4,21,1066025
2011,4,25,1064927
2011,4,26,1066403
2011,4,27,1069787
2011,4,28,1070525
2011,4,29,1070165
2011,5,2,1072991
2011,5,3,1074287
2011,5,4,1066862
2011,5,5,1059734
2011,5,6,1061153
2011,5,9,1061846
2011,5,10,1066070
2011,5,11,1063166
2011,5,12,1072208
2011,5,13,1064552
2011,5,16,1061054
2011,5,17,1066466
2011,5,18,1066268
2011,5,19,1066763
2011,5,20,1065344
2011,5,23,1059074
2011,5,24,1058183
2011,5,25,1057391
2011,5,26,1055510
2011,5,27,1056566
2011,5,31,1061285
2011,6,1,1053464
2011,6,2,1051913
2011,6,3,1048481
2011,6,6,1048481
2011,6,7,1048481
2011,6,8,1048481
2011,6,9,1048481
2011,6,10,1048481
2011,6,13,1049321
2011,6,14,1056329
2011,6,15,1049501
2011,6,16,1047593
2011,6,17,1041713
2011,6,20,1035785
2011,6,21,1047761
2011,6,22,1044533
2011,6,23,1054877
2011,6,24,1049021
2011,6,27,1055849
2011,6,28,1059713
2011,6,29,1058249
2011,6,30,1060205
2011,7,1,1069313
2011,7,5,1076717
2011,7,6,1079513
2011,7,7,1086041
2011,7,8,1089053
2011,7,11,1082201
2011,7,12,1081901
2011,7,13,1087025
2011,7,14,1086725
2011,7,15,1095305
2011,7,18,1105961
2011,7,19,1109621
2011,7,20,1121681
2011,7,21,1122149
2011,7,22,1129361
2011,7,25,1135601
2011,7,26,1141493
2011,7,27,1128509
2011,7,28,1127585
2011,7,29,1125977
2011,8,1,1133500
2011,8,2,1124883
2011,8,3,1128792
2011,8,4,1111853
2011,8,5,1107269
2011,8,8,1084593
2011,8,9,1108047
2011,8,10,1097005
2011,8,11,1108295
2011,8,12,1112153
2011,8,15,1120217
2011,8,16,1117704
2011,8,17,1117977
2011,8,18,1102264
2011,8,19,1091008
2011,8,22,1091101
2011,8,23,1110557
2011,8,24,1113408
2011,8,25,1110634
2011,8,26,1122091
2011,8,29,1129087
2011,8,30,1129022
2011,8,31,1122816
2011,9,1,1118721
2011,9,2,1110766
2011,9,6,1117741
2011,9,7,1122117
2011,9,8,1122318
2011,9,9,1114882
2011,9,12,1117544
2011,9,13,1123193
2011,9,14,1128669
2011,9,15,1132484
2011,9,16,1141305
2011,9,19,1154662
2011,9,20,1156848
2011,9,21,1155685
2011,9,22,1144320
2011,9,23,1147029
2011,9,26,1145323
2011,9,27,1140221
2011,9,28,1138098
2011,9,29,1130444
2011,9,30,1120029
2011,10,3,1113039
2011,10,4,1110168
2011,10,5,1116914
2011,10,6,1115307
2011,10,7,1106201
2011,10,10,1127800
2011,10,11,1141246
2011,10,12,1143233
2011,10,13,1150144
2011,10,14,1164630
2011,10,17,1162728
2011,10,18,1164982
2011,10,19,1137178
2011,10,20,1133043
2011,10,21,1129740
2011,10,24,1144893
2011,10,25,1136023
2011,10,26,1139245
2011,10,27,1143474
2011,10,28,1143705
2011,10,31,1143913
2011,11,1,1134759
2011,11,2,1135499
2011,11,3,1141594
2011,11,4,1138273
2011,11,7,1136990
2011,11,8,1144570
2011,11,9,1132056
2011,11,10,1120307
2011,11,11,1118857
2011,11,14,1112170
2011,11,15,1123458
2011,11,16,1118866
2011,11,17,1110617
2011,11,18,1107982
2011,11,21,1101633
2011,11,22,1110685
2011,11,23,1099804
2011,11,25,1096092
2011,11,28,1109766
2011,11,29,1106551
2011,11,30,1116446
2011,12,1,1122531
2011,12,2,1124293
2011,12,5,1127974
2011,12,6,1125605
2011,12,7,1123394
2011,12,8,1125682
2011,12,9,1128608
2011,12,12,1126584
2011,12,13,1122935
2011,12,14,1113007
2011,12,15,1111426
2011,12,16,1113569
2011,12,19,1115224
2011,12,20,1131242
2011,12,21,1131492
